drug_name,gene_name
TRIFLUPROMAZINE,DRD1
TRIFLUPROMAZINE,CHRM2
ZILEUTON,ALOX5
BLARCAMESINE,SIGMAR1
NEVANIMIBE HYDROCHLORIDE,SOAT1
VENGLUSTAT,UGCG
ULIXERTINIB,MAPK3
TIPIFARNIB,FDPS
BMS-986104,S1PR1
MASITINIB,SRC
TELISOTUZUMAB VEDOTIN,MET
JNJ-42165279,FAAH
DOMAGROZUMAB,MSTN
TIVOZANIB,KDR
X-82,PDGFRB
SIVELESTAT,ELANE
APOMORPHINE,DRD2
DIETHYLSTILBESTROL,ESR1
ASG-5ME,SLC44A4
VITAMIN A,RXRG
MK-2461,KDR
LEVOMILNACIPRAN,SLC6A4
DENOSUMAB,TNFSF11
TELRATOLIMOD,TLR7
TAK-715,AHSA1
AVL-3288,CHRNA7
MK-0731,KIF11
ELPAMOTIDE,KDR
TIAPROFENIC ACID,PTGS2
ETELCALCETIDE,CASR
BMS-582949,AHSA1
DP-B99,MMP9
VS-4718,PTK2
BMS-817399,CCR1
OPICINUMAB,LINGO1
ANIFROLUMAB,IFNAR1
PERAMPANEL,GRIA3
PERAMPANEL,GRIA2
PERAMPANEL,GRIA1
ISOCARBOXAZID,MAOA
MEDETOMIDINE,ADRA1D
DINOPROST,PTGER1
URAPIDIL,HTR1A
LANABECESTAT,BACE1
CD19CAR-CD3ZETA-4-1BB-EXPRESSING ALLOGENEIC T-LYMPHOCYTE CELLS,CD19
5-CT,A1BG
FLUSPIRILENE,A1BG
BROMOCRIPTINE,A1BG
CLOZAPINE,A2M
CABERGOLINE,A2M
(+)-WAY 100135,A2M
LYSERGOL,A2MP1
FLUSPIRILENE,A2MP1
KETANSERIN,A2MP1
ARIPIPRAZOLE LAUROXIL,HTR2C
MIRTAZAPINE,HTR2C
5-CT,SERPINA3
OLEAMIDE,SERPINA3
COMPOUND 1 [PMID: 20005102],FKBP2
GSK690693,FKBP2
OMIDENEPAG ISOPROPYL,PTGER2
RO-70-0004,ABCB7
SPIROXATRINE,ABCB7
TERAZOSIN,ABCB7
CCPA,ABAT
CCK-4,CCKBR
[125I]CCL7 (HUMAN),ACTA1
MOSUNETUZUMAB,GLRA2
GW-2580,DPYD
CEDIRANIB,DPYD
OSI-930,DPYD
M4205,DPYD
MT-3724,RPSA
NAFAMOSTAT,AFF2
CELECOXIB,CPT1B
[125I]CRF (OVINE),ALAS2
SAUVAGINE,ALAS2
[125I]SAUVAGINE (FROG),ALAS2
ASTRESSIN 2B,ALB
ASTRESSIN,ALB
CXCL12-(1-9) DIMER,ACTG1
NAPORAFENIB,DUSP1
ZK110841,APOB
&DELTA;12-PGJ2,APOB
CLOZAPINE,ALCAM
BLONANSERIN,ABCD1
APOMORPHINE,ABCD1
MYCOPHENOLATE MOFETIL,GATA2
CERITINIB,DPEP1
BRIGATINIB,DPEP1
LINSITINIB,DPEP1
"INSULIN, REGULAR, HUMAN",DPEP1
EPICATECHIN GALLATE,BRCA2
GENISTEIN,BRCA2
IVARMACITINIB,EPHB1
ABROCITINIB,EPHB1
JAK INHIBITOR 20A,EPHB1
JAK INHIBITOR 17B,EPHB1
POVORCITINIB,EPHB1
TINENGOTINIB,EPHB2
JAK INHIBITOR 20A,EPHB2
SAFIMALTIB,EPHB2
ROVADICITINIB,EPHB2
PZ-128,F2R
FUROSEMIDE,CD68
TAFETINIB,DRD2
SEMAXANIB,DRD2
TERTIAPIN-Q,ASCL1
TORIPALIMAB,PDCD1
PSORA-4,ATP7B
LP533401,LTB4R
AZD8055,ETFB
COMPOUND 1O [PMID: 24210504],DRD4
ZANDELISIB,ETFB
BMS-777607,DRD4
CABOZANTINIB S-MALATE,DRD4
HT-0712,PDE4B
DCG-IV,GRM8
PCC0105003,ESR1
PEXMETINIB,CTNNB1
ULIXERTINIB,MAPK3
TP0556351,ACE
MARIMASTAT,DBP
EPOTHILONE D,TUBA4A
CGS-27023A,DBP
TP0556351,DBT
CM-352,DCC
UCSF3384,ANK3
ATICAPRANT,APOF
COMPOUND 27 [PMID: 35834807],F7
EGANELISIB,F7
RV6153,F7
TORIN 2,F2R
BMS-986141,F2RL3
APREMILAST,COL11A2
RO20-1724,COL11A2
QUIZARTINIB,DPP4
COMPOUND 5E [PMID: 28580438],DPP6
TANDUTINIB,DPP6
TAFETINIB,DPP6
DELAPRIL,ACE
PF-03882845,BDNF
HT1042,PSMB8
GSK690693,PRKG1
ALLOSTERIC MODULATOR 33 [PMID: 35878399],PRKG1
CIPEPOFOL,GABRA1
CIPEPOFOL,GABRA3
AROTINOID ACID,BCHE
DEXLOXIGLUMIDE,CCKAR
ZETELETINIB,PTK2B
PUCOTENLIMAB,CD274
NEIHULIZUMAB,SELPLG
BMS-936559,CD274
CETRELIMAB,CD274
RIBOCICLIB,CDKN2A
FGFR INHIBITOR CPL304110,FGFR1
CETRELIMAB,FGFR2
AKT INHIBITOR MK2206,FGFR2
TINENGOTINIB,FGFR2
ZOTATIFIN,FGFR2
PENPULIMAB,PDCD1
ALPELISIB,FGFR3
VEMURAFENIB,FGFR2
BALICATIB,CTSK
PACRITINIB,JAK2
FEDRATINIB,JAK2
DACTOLISIB,PIK3CA
DOXORUBICIN HYDROCHLORIDE,PIK3CA
INFIGRATINIB,PIK3CA
TORIPALIMAB-TPZI,PIK3CA
LETROZOLE,RB1
ABIRATERONE ACETATE,TP53
P53-HDM2 INTERACTION INHIBITOR MI-773,TP53
GEDATOLISIB,TP53
TILARGININE,NOS2
OTAMIXABAN,F10
APRUTUMAB IXADOTIN,TUBB4A
FGFR INHIBITOR DEBIO 1347,FGFR2
ALFIMEPRASE,FGB
AMY-101,C3
"INSULIN [INJECTION], BIPHASIC",INSR
"INSULIN, ISOPHANE",INSR
PLONMARLIMAB,CSF2
ORILANOLIMAB,FCGRT
"INSULIN HUMAN, ISOPHANE",INSR
LINCOMYCIN,RPSA
JOSAMYCIN,RPSA
TALAZOPARIB,BRCA2
TALAZOPARIB,ATM
MK-0752,APH1A
SORAFENIB,KDR
DOVITINIB,FGFR2
OMIPALISIB,PIK3CG
CP55940,CNR1
CHEMBL:CHEMBL408563,TP53
CLOCORTOLONE,NFE2L2
CHEMBL:CHEMBL211670,APEX1
CLOMIPRAMINE HYDROCHLORIDE,AR
CHEMBL:CHEMBL533226,TP53
STREPTONIGRIN,ATM
CHEMBL:CHEMBL599255,ADAM17
CARFILZOMIB,PSMC4
CARFILZOMIB,PSMD4
DESMETHOXYYANGONIN,SMN2
SCLEROTIORIN,ATXN2
JNJ-7706621,TYK2
PF-562271,MET
CHEMBL:CHEMBL533074,TARDBP
TYRPHOSTIN 23,JAK2
CHEMBL:CHEMBL1287983,ATXN2
5'-GUANIDINONALTRINDOLE,EHMT2
DEMETHYLENCECALIN,HPGD
PF-562271,CDK5
STROPHANTHIDIN ACETATE,SMAD3
HYDROQUINONE,NFKB1
CHEMBL:CHEMBL1529609,HSD17B10
GW843682X,KDR
FLUMEQUINE,EHMT2
PRULIFLOXACIN,AR
AMSACRINE HYDROCHLORIDE,GMNN
COLCHICINE,CYP2D6
BROMETHALIN,NFE2L2
FENTICLOR,HSP90AA1
CHEMBL:CHEMBL1415851,TARDBP
CYC-116,BLK
CHEMBL:CHEMBL584442,MAPT
ATROPINE,CHRM1
MITOXANTRONE HYDROCHLORIDE,POLB
CADMIUM DICHLORIDE,APEX1
DAIDZEIN,ESR1
TYRPHOSTIN AG 879,EHMT2
IC261,CSNK1D
CENISERTIB,PDGFRB
BAY 61-3606,GSK3B
TYRPHOSTIN A9,HSD17B10
N-OLEOYLDOPAMINE,DRD1
ROCURONIUM BROMIDE,AR
LEUPROLIDE ACETATE,CYP2D6
VITAMIN B2,BRCA1
ONONIN,BRCA1
CHEMBL:CHEMBL1256813,VDR
ZONISAMIDE,AQP4
ETOFENAMATE,CYP1A2
(S)-ROSCOVITINE,CYP1A2
VITAMIN K3,EHMT2
ZIRAM,HSD17B10
CHEMBL:CHEMBL599255,ALDH1A1
CHEMBL:CHEMBL428789,NFKB1
BUTACLAMOL,MTOR
BROMODICHLOROACETIC ACID,NFE2L2
EUPAROTIN ACETATE,NFE2L2
CHEMBL:CHEMBL526763,FEN1
GARCINONE E,POLB
DICOFOL,AR
CHEMBL:CHEMBL1946014,AR
CAFFEIC ACID PHENETHYL ESTER,SMN2
TOZASERTIB,PKN2
OXIDOPAMINE HYDROCHLORIDE,TDP1
SOLOMONSTEROL A,NR1I2
CHEMBL:CHEMBL428789,CASP3
STROPHANTHIDIN ACETATE,NFE2L2
CHEMBL:CHEMBL584458,POLB
INAMRINONE,ALDH1A1
ETHAMSYLATE,HSD17B10
BISACODYL,AR
MASOPROCOL,ESR1
BRIMONIDINE,VDR
GENISTEIN,NR1H4
LIOTHYRONINE SODIUM,POLB
MIBEFRADIL,CYP2D6
PSORA-4,TSHR
BENZOXATHIAN,DRD1
CHLORPROPAMIDE,CYP1A2
FASUDIL,RPS6KB1
OCTAVERINE,AR
CHEMBL:CHEMBL591404,EHMT2
HYDROGEN PEROXIDE,PTPRC
CIPROFLOXACIN,HSD17B10
AMLEXANOX,NFE2L2
CHEMBL:CHEMBL408653,TP53
PYRROLIDINE DITHIOCARBAMATE,CYP1A2
CHEMBL:CHEMBL1358137,EGFR
OXYCARBOXIN,THRB
ETOPOSIDE,GMNN
CHEMBL:CHEMBL1567571,MAPT
TOZASERTIB,MAP2K1
CHEMBL:CHEMBL2316602,CTSK
CHEMBL:CHEMBL533226,GMNN
BUFURALOL,ADRB1
BENZO[E]PYRENE,NFE2L2
IPRIFLAVONE,STAT1
CHEMBL:CHEMBL1287895,NQO2
CHEMBL:CHEMBL1997335,MAPK14
FENOLDOPAM MESYLATE,WRN
DEOXIEPINEPHRINE,FEN1
CHEMBL:CHEMBL582287,EHMT2
CHEMBL:CHEMBL1330352,SMN1
SB 204070,CYP1A2
LARGAZOLE,E2F1
BAY 11-7082,RGS4
PD 174265,EGFR
RESVERATROL,SMN2
EXEMESTANE,NFE2L2
SANGUINARIUM,STAT6
CHEMBL:CHEMBL84010,SMAD3
CIPROFLOXACIN,CYP2D6
OXYQUINOLINE,AR
2-HYDROXYESTRADIOL,EHMT2
RETINYL ACETATE,HSD17B10
DIGOXIN,RGS4
CHEMBL:CHEMBL422942,TP53
CHEMBL:CHEMBL599255,HSP90AA1
GW459057A,SRC
RESMETHRIN,NFE2L2
DESLORATADINE,PPARD
FLUORESCEIN DIACETATE,HTT
SOFALCONE,KAT2A
FLAVONE,NFE2L2
KAEMPHEROL,CYP1A2
PHENOLPHTHALEIN,NR1H4
MURABUTIDE,NOD2
TYRPHOSTIN A9,VDR
KOPARIN,VDR
EUPAFOLIN,GAA
CHEMBL:CHEMBL1814509,MAPK1
CHEMBL:CHEMBL601137,EHMT2
METHADONE HYDROCHLORIDE,CYP2B6
FLUTOLANIL,AR
L-NOREPINEPHRINE,APEX1
BAY 11-7082,VDR
SHIKONIN,KAT2A
CHEMBL:CHEMBL1341830,ALOX15
INAMRINONE,USP1
CENISERTIB,ERBB4
CENISERTIB,MAP4K4
TYRPHOSTIN 23,MAPT
CENISERTIB,INSR
CHEMBL:CHEMBL1374568,GMNN
TRICHLOROMONOFLUOROMETHANE,AR
CHEMBL:CHEMBL1997335,DYRK1A
E324,NFE2L2
DOCONEXENT,VDR
MEPANIPYRIM,AR
TOZASERTIB,MARK2
CHEMBL:CHEMBL535051,PLK1
CHEMBL:CHEMBL2062869,STAT3
RONNEL,NFE2L2
FERBAM,RXRA
CHEMBL:CHEMBL578502,HTT
MASOPROCOL,HPGD
METHACYCLINE HYDROCHLORIDE,FEN1
CHEMBL:CHEMBL275177,EHMT2
CHEMBL:CHEMBL581880,GMNN
CHEMBL:CHEMBL546797,CAMK2A
CHEMBL:CHEMBL338115,CYP1A2
EUPAROTIN ACETATE,GMNN
CHEMBL:CHEMBL84010,MAPK1
CETYLPYRIDINIUM BROMIDE,USP1
PHOSMET,MAPT
THIORIDAZINE,TP53
TOZASERTIB,PAK4
CHEMBL:CHEMBL221721,SMN1
GENISTEIN,AHR
TYRPHOSTIN AG 879,HIF1A
"5,7-DIHYDROXYISOFLAVONE",HSD17B10
SORAFENIB,GMNN
CENISERTIB,CAMK2G
TINORIDINE,EHMT2
BAY-11-7085,VDR
CHEMBL:CHEMBL546797,JAK2
MINOCYCLINE,CYP2D6
PF-562271,CDK1
CHEMBL:CHEMBL1341830,ALDH1A1
CHEMBL:CHEMBL1358137,CYP2D6
BITHIONOL,HTT
LINIFANIB,SRC
IPRATROPIUM CATION,CYP2D6
HYDRAMETHYLNON,NR1H4
CHEMBL:CHEMBL1795737,TUBB4B
BERKELEYAMIDE B,CASP1
NORSTICTIC ACID,VDR
SULFAPHENAZOLE,HSD17B10
AZELNIDIPINE,AR
CLORINDIONE,EHMT2
CHEMBL:CHEMBL601140,TP53
FLAVOXATE,CYP2D6
ISOLIQUIRITIGENIN,JUN
CHEMBL:CHEMBL585591,HNF4A
DORLIMOMAB ARITOX,RPS8
CHEMBL:CHEMBL1170485,GMNN
CETYLPYRIDINIUM CHLORIDE,AR
CHEMBL:CHEMBL81782,APEX1
N-HISTIDYL-2-AMINONAPHTHALENE (BETANA),SMN2
M-CSF,BAX
[3H]L365260,CCKBR
BLISIBIMOD,TNFSF13B
TRIFLOXYSTROBIN,TP53
MIRDAMETINIB,MAP2K2
CHEMBL:CHEMBL177809,TP53
QUIZARTINIB,RET
VEGFC,DRD3
SUNITINIB,PDGFRA
CLOFOCTOL,TP53
"3,5-DIPHENYLISOXAZOLE",NPC1
JNJ-7706621,MAP2K2
IODOPHENPROPIT,CYP1A2
LEBRIKIZUMAB,IL13
XL-228,FYN
TAXIFOLIN,FEN1
ETOXAZOLE,NFE2L2
GLUCAGON (RDNA),LIPA
ALTENUSIN,MAPT
MESOTRIONE,NFE2L2
PONATINIB,FGFR1
LARGAZOLE,TUBB4A
CILASTATIN,DPEP1
DOXORUBICIN HYDROCHLORIDE,XIAP
(+)-EPITAXIFOLIN,NFKB1
LINIFANIB,LYN
BITHIONOL,MAPT
METFORMIN,BDNF
CHEMBL:CHEMBL1310138,ALDH1A1
Z-WEHD-FMK,DBH
4-CHLOROMERCURIBENZOIC ACID,ALDH1A1
CHEMBL:CHEMBL1256740,CYP2D6
OSIMERTINIB,EGFR
BUPARLISIB,PIK3CD
NEFAZODONE,CYP2D6
CHEMBL:CHEMBL1956069,CDK4
PAZOPANIB,KDR
ARX-788,TUBA4A
GOSSYPETIN,MAPT
NVP-TAE684,SYK
2-CHLORO-5-NITRO-N-PHENYLBENZAMIDE,NFE2L2
CHEMBL:CHEMBL154580,VDR
CHEMBL:CHEMBL578741,THRB
CENISERTIB,CDK7
&BETA;-FNA,APOF
TOLPERISONE HYDROCHLORIDE,NFE2L2
ESLICARBAZEPINE,SCN9A
AUROTHIOGLUCOSE,TXNRD1
IRL 2500,USP1
BILIRUBIN,HSD17B10
BIMATOPROST,PTGER1
TEDATIOXETINE,SLC6A4
ADENOSINE TRIPHOSPHATE,BIRC2
CABOZANTINIB S-MALATE,MET
PEGINTERFERON ALFA-2A,VHL
CHLORPROTHIXENE,HTR2A
STREPTOMYCIN SULFATE,RPSA
NVP-TAE684,EGFR
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",SMN2
FLURANDRENOLIDE,PLA2G4A
XILIERTINIB,FKBP1AP3
DAPHNETIN,EHMT2
ANTISERUM,ACO1
DOVITINIB,FLT4
BORTEZOMIB,PSMD2
CHEMBL:CHEMBL581880,SMAD3
TUXOBERTINIB,DXO
MEASLES VACCINE,HLA-DQA1
CHEMBL:CHEMBL600572,SMAD3
LY379268,ANPEP
CENISERTIB,BLK
BERGAMOTTIN,TSHR
DIFFERENTIATION INDUCER,HSPB1
ORAL CONTRACEPTIVE,LEP
PF-562271,PRKCG
PERIFOSINE,PIK3CA
COPANLISIB,PIK3CA
PROROXAN HYDROCHLORIDE,EHMT2
VALSARTAN,AGTR1
DIETHYLSTILBESTROL,ESRRB
NALUZOTAN,HTR1A
ESMOLOL,ADRB1
BROMOCRIPTINE MESYLATE,DRD2
ENTOLIMOD,TLR5
CLOPIDOGREL,F2R
CHLORAMBUCIL,TP53
CHEMBL:CHEMBL184450,NR3C1
VARGATEF,PDGFRB
AZATHIOPRINE,ABCC1
ROSUVASTATIN,ABCA1
ANTIDEPRESSANT AGENT,CRHR1
CLIOQUINOL,MAPK1
DIMETHYL FUMARATE,GSTP1
BENZETHONIUM CHLORIDE,TARDBP
LEUCOVORIN CALCIUM,EGFR
CHLORMETHIAZOLE,GABRG3
"3,4-DICHLOROISOCOUMARIN",MTOR
PHOSPHONOACETIC ACID,EHMT2
CHEMBL:CHEMBL505670,TSHR
SOTULETINIB,DPP6
COMPOUND 38 [PMID: 20817473],STK4
CARNOSIC ACID,ALDH1A1
PF-04852946,APOC1
BA2+,ASCL1
ALOE-EMODIN,ESR1
FRENTIZOLE,RELA
TAMSULOSIN HYDROCHLORIDE,CYP2D6
ADO-TRASTUZUMAB EMTANSINE,ERBB2
GOSSYPETIN,VDR
AFATINIB,EGFR
GUTHION,ESR1
CHEMBL:CHEMBL585656,ATXN2
ACP-001,GHR
PRASINEZUMAB,SNCA
UBLITUXIMAB,MS4A1
CHEMBL:CHEMBL505670,MAPK1
SORAFENIB,RAF1
THIOINOSINE,SMAD3
DONEPEZIL,ACHE
&BETA;3-TETRAPEPTIDE,AQP1
LIDOCAINE HYDROCHLORIDE,SCN9A
PILARALISIB,PIK3CB
DDR1/2 INHIBITOR 5N,DUSP1
SARILUMAB,IL6R
AZD6482,F7
GILTERITINIB,JAK2
BETA-SITOSTEROL,GSK3B
IDAZOXAN,NFE2L2
BIAPENEM,AR
CHEMBL:CHEMBL582099,HSP90AA1
CHEMBL:CHEMBL1079460,GMNN
GUGGULSTERONE,AR
ROMIDEPSIN,HDAC3
COMPOUND 82 [PMID: 21332118],F5
CHEMBL:CHEMBL601358,GMNN
MELPHALAN,ABL1
TROGLITAZONE,PIK3CG
SAQUINAVIR,NR1I2
SCRIPTAID,HDAC1
PONATINIB,FGFR1
ETOPOSIDE,SLC2A4
DOXORUBICIN HYDROCHLORIDE,PLG
DOXORUBICIN HYDROCHLORIDE,EHMT2
CHEMBL:CHEMBL1549738,VDR
BROMOCRIPTINE,FOS
CHEMBL:CHEMBL602718,RELA
"3-HYDROXY-3',4'-DIMETHOXYFLAVONE",HSD17B10
VS-5584,PIK3CA
DEPHOSTATIN,ALOX15
CHEMBL:CHEMBL1940084,RELA
SONOLISIB,PIK3R4
CARPROFEN,PTGS2
HER2-TARGETED LIPOSOMAL DOXORUBICIN HYDROCHLORIDE MM-302,ERBB2
TPX-0131,ALK
SULFOBROMOPHTHALEIN,SLCO1B3
ETOXAZOLE,PPARD
CRIZOTINIB,ALK
DIGOXIN,NR3C1
THIOPHANATE METHYL,HSD17B10
POLATUZUMAB VEDOTIN,BCL2
AM404,GAA
PROMETHAZINE HYDROCHLORIDE,CYP1A1
RECOMBINANT INTERFERON,IL18
DINOPROSTONE,PTGER2
3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE,DPYSL2
PF-04634817,CCR5
AFATINIB,EGFR
CLARITHROMYCIN,CYP1A2
ATHRAQUINONES A,MAPT
BMS-599626,EGFR
GALLIUM NITRATE,IL1B
INTERFERON ALFA-N3,IFNAR2
PP2,CDK5
GRAMICIDIN S,AR
URELUMAB,TNFRSF9
CHEMBL:CHEMBL581574,MAPT
PARAROSANILINE,NFE2L2
ATROPINE,CHRM3
HYDROCORTISONE BUTYRATE,ABCB1
WZ4003,EWSR1
INCOBOTULINUMTOXINA,SNAP25
CETUXIMAB,EGFR
DIMENHYDRINATE,HRH1
IRAMPANEL,SCN2A
CHEMBL:CHEMBL578741,USP1
FLUROGESTONE ACETATE,AR
ATORVASTATIN CALCIUM TRIHYDRATE,PLAT
GALIXIMAB,CD80
FIRATEGRAST,ITGA4
"5,7-DIHYDROXYISOFLAVONE",ALOX12
GEDATOLISIB,PIK3CG
CISPLATIN,FGFR3
CIXUTUMUMAB,IGF1R
METFORMIN,CSMD1
EDICOTINIB,CSF1R
MW01,ELANE
LY379268,SLC25A4
PEGINTERFERON ALFA-2A,IFNAR2
METHIOTHEPIN MESYLATE,RAD52
SILIDIANIN,SLCO1B3
SULFASALAZINE,PTGS1
NANDROLONE DECANOATE,AR
MIVAVOTINIB,FKBP1AP4
CAPTAN,HSD17B10
FENTANYL CITRATE,CALCA
SLAZINIC ACID,VDR
BTI-410,REG3A
PROTHIOFOS,VDR
HYDROCORTISONE BUTYRATE,AGT
DACTINOMYCIN,BGLAP
LEVONORGESTREL,BDNF
2-CHLORO-5-NITRO-N-PHENYLBENZAMIDE,CYP1A2
AZACITIDINE,AR
QUAZINONE,CYP1A2
ACETAMINOPHEN,HLA-DQB1
STANOLONE,AR
PRIMIDONE,GABRG3
NECITUMUMAB,EGFR
CUDC-101,HDAC6
ZOTEPINE,ALDH2
4-PHENYLBUTYRIC ACID,BCL2
NECITUMUMAB,EGFR
NVP-TAE684,FGFR3
EBASTINE,HRH1
PRRP-(24-31) (HUMAN),APOA4
CARBAMAZEPINE,PSORS1C3
CHEMBL:CHEMBL67535,POLB
SB220025,MAPK9
PEGINTERFERON ALFA-2B,IFNA2
CHEMBL:CHEMBL269105,NR1H4
CAPSAZEPINE,HSD17B10
MITOXANTRONE HYDROCHLORIDE,WRN
5-HYDROXYTRYPTAMINE,SERPINA3
RAMUCIRUMAB,PDGFRA
INAMRINONE,HSD17B10
TRIDIHEXETHYL CHLORIDE,CHRM3
DOVITINIB,FLT4
TIVANTINIB,MET
GOSSYPETIN,HPGD
ATHRAQUINONES A,FEN1
LISDEXAMFETAMINE DIMESYLATE,ADRA1A
RESVERATROL,MAPK14
BETA-CCM,CYP1A2
ZIDOVUDINE,CYP1A2
BROMOXYNIL,PPARA
ILOPERIDONE,DRD2
BRADYKININ,BDKRB2
NIMODIPINE,ABCB1
MESTRANOL,GGT1
CURCUMIN,VDR
ETODOLAC,PTGS1
AC55649,RGS4
CATECHOL,HPGD
GAMMA-FAGARINE,BRCA1
CRIZOTINIB,ALK
CIGLITAZONE,PPARA
CAFFEINE,ADORA2A
CHEMBL:CHEMBL480356,AKT1
LITHIUM,HTR2A
PF-04457845,FAAH
NIFEDIPINE,CYP1A2
DISULFIRAM,NFKB1
OCTOTROPINE METHYLBROMIDE,CHRM3
TASURGRATINIB,FGFR2
ROSUVASTATIN,CETP
FLUFENACET,AR
GENISTEIN,PLG
ANTI-CD47 MONOCLONAL ANTIBODY CC-90002,CD47
[3H]MUSCIMOL,ARR3
[ILE5]PTHRP-(1-36) (HUMAN),XIAP
NALTREXONE,ADH1C
RHEIN,APEX1
DOCETAXEL ANHYDROUS,TP53
AMILOMOTIDE,APP
ROMIDEPSIN,HDAC8
NECA,ABAT
NERATINIB,DXO
BRILLIANT GREEN OXALATE,CYP1A2
GEFAPIXANT,P2RX3
PAZOPANIB,KDR
TERIPARATIDE ACETATE,PTH1R
PROPYLENE GLYCOL MONOSTEARATE,EHMT2
DUPILUMAB,IL4R
TRAMETINIB DIMETHYL SULFOXIDE,ALK
BOMEDEMSTAT,TP53
CHEMBL:CHEMBL314639,MAPT
OXIGLUTATIONE,GSR
TEPOTINIB HYDROCHLORIDE,MET
MITIGLINIDE,ABCC8
PF-04995274,NAT1
DS21360717,ENG
TRYPTOPHAN,ERCC8
SUNITINIB,FLT4
TOLMETIN SODIUM,HPGD
VIDUPIPRANT,PTGDR
CHEMBL:CHEMBL242171,TP53
CHLORPROTHIXENE,DRD3
ANACETRAPIB,CETP
PYRIDABEN,NR2F2
CHEMBL:CHEMBL579105,MAPT
DURVALUMAB,EGFR
CHEMBL:CHEMBL581929,CYP1A2
RO5508887,BACE1
DEPHOSTATIN,APEX1
HYDROCORTISONE BUTYRATE,ABCB1
PONATINIB,FGFR2
ANTIESTROGEN,NTRK1
ECHOTHIOPHATE IODIDE,BCHE
CHEMBL:CHEMBL592124,SMAD3
CHEMBL:CHEMBL1079460,NFE2L2
ABEMACICLIB,CDK4
CABOZANTINIB S-MALATE,ABL1
TAZEMETOSTAT,EZH2
BORTEZOMIB,FGFR3
"3,5-DIIODO-L-TYROSINE",ALDH1A1
PRAMLINTIDE,TP53
ATROPINE,CHRM3
TRANDOLAPRIL,ACE
RETEPLASE,PLG
CLIDINIUM,CHRM1
OXPRENOLOL HYDROCHLORIDE,ADRB1
FLUVOXAMINE MALEATE,SLC6A4
CHOLINE FENOFIBRATE,PPARA
MISOPROSTOL,PTGER3
DOXYCYCLINE CALCIUM,MMP8
BOSENTAN ANHYDROUS,EDNRA
NICOTINE POLACRILEX,CHRNB2
BRENTUXIMAB VEDOTIN,TUBB4B
ORPHENADRINE CITRATE,GRIN2B
ORPHENADRINE CITRATE,GRIN3B
ORPHENADRINE CITRATE,GRIN2A
CAFFEINE,ADORA2A
CAFFEINE,ADORA3
ADENOSINE,ADORA2A
CARFILZOMIB,PSMD7
METHAMPHETAMINE,SLC6A4
ESZOPICLONE,GABRG3
ESZOPICLONE,GABRA1
TRICLOFOS SODIUM,GABRA1
TOPIRAMATE,GABRG3
BEPRIDIL HYDROCHLORIDE,CACNG4
RILUZOLE,SCN7A
PRILOCAINE,SCN7A
MERETHOXYLLINE PROCAINE,SCN2A
OLANZAPINE PAMOATE,DRD4
OLANZAPINE PAMOATE,DRD2
LOXAPINE HYDROCHLORIDE,DRD3
DALFAMPRIDINE,KCNC4
ISOTRETINOIN,RARG
CARIPRAZINE HYDROCHLORIDE,DRD2
BMS-698769,MET
CUDC-101,ERBB2
CUDC-101,HDAC4
SELONSERTIB,MAP3K5
ALTIRATINIB,MET
OMIPALISIB,PIK3R1
DS-3078A,MTOR
GSK-1059615,PIK3CB
RECILISIB,PIK3CA
RECILISIB,PIK3CG
VS-5584,PIK3R1
TAK-733,MAP2K2
WX-037,PIK3CA
XL-228,ABL1
WX-037,PIK3CD
SAD448,CNR2
ORDOPIDINE,DRD2
BUPARLISIB,PIK3CG
BUPARLISIB,PIK3CB
BUPARLISIB,PIK3CD
LUCITANIB,KDR
LUCITANIB,FGFR1
CC-401,MAPK9
CC-401,MAPK8
ACALISIB,PIK3CD
DECERNOTINIB,JAK3
AZD2066,GRM5
ANATIBANT,BDKRB2
DABUZALGRON,ADRA1A
S-237648,NPY5R
ENRASENTAN,EDNRA
TEBANICLINE TOSYLATE,CHRNB2
VIDUPIPRANT,PTGDR
SARACATINIB,ABL1
SARACATINIB,SRC
MIDOSTAURIN,PRKCD
APADENOSON,ADORA2A
DARUSENTAN,EDNRB
GAVILIMOMAB,BSG
AFELIMOMAB,TNF
GABOXADOL,GABRA1
TETRACAINE,SCN9A
TETRACAINE,SCN2A
TEDISAMIL,KCNS3
TELBERMIN,KDR
VARESPLADIB METHYL,PLA2G2A
SAGOPILONE,TUBB4A
IBALIZUMAB,CD4
ZONAMPANEL,GRIA1
ENOKIZUMAB,IL9
BAMINERCEPT ALFA,LTA
TADOCIZUMAB,ITGB3
DAPIROLIZUMAB PEGOL,CD40LG
BUTAMBEN PICRATE,TRPA1
FLUNITRAZEPAM,GABRA3
PROGLUMIDE,CCKBR
RIMONABANT,CNR1
IMGATUZUMAB,EGFR
MOTEXAFIN GADOLINIUM,TXNRD1
DEXKETOPROFEN,PTGS1
MINAPRINE HYDROCHLORIDE,ACHE
AVP-21D9,PRDX1
PLOZALIZUMAB,CCR2
BRONTICTUZUMAB,NOTCH1
AMIODARONE HYDROCHLORIDE,CYP2D6
GLESATINIB,FLT4
