geneSymbol,diseaseName
CSMD1,Parkinson Disease
COL22A1,Parkinson Disease
ADORA3,Parkinson Disease
DCDC2C,Parkinson Disease
ITGAL,Parkinson Disease
SOX11,Parkinson Disease
C9,Parkinson Disease
ABCA5,Parkinson Disease
ETV6,Parkinson Disease
SCN2A,Parkinson Disease
TCF12,Parkinson Disease
ZNF615,Parkinson Disease
CHI3L2,Parkinson Disease
CUL2,Parkinson Disease
DUSP27,Parkinson Disease
SEMA6D,Parkinson Disease
SQRDL,Parkinson Disease
ZNF280D,Parkinson Disease
CREM,Parkinson Disease
KIAA1279,Parkinson Disease
CRHBP,Parkinson Disease
C3orf20,Parkinson Disease
RPH3AL,Parkinson Disease
COL2A1,Parkinson Disease
SOX3,Parkinson Disease
FAM49A,Parkinson Disease
VPS41,Parkinson Disease
SUN3,Parkinson Disease
SGOL1,Parkinson Disease
SCNN1A,Parkinson Disease
PITX2,Parkinson Disease
C10orf32,Parkinson Disease
CCNY,Parkinson Disease
ZMAT4,Parkinson Disease
RBFOX3,Parkinson Disease
LAMP1,Parkinson Disease
LTBP1,Parkinson Disease
SORCS1,Parkinson Disease
PRDM13,Parkinson Disease
VPS8,Parkinson Disease
CGRRF1,Parkinson Disease
LEKR1,Parkinson Disease
POU6F2,Parkinson Disease
TMEM108,Parkinson Disease
CDK17,Parkinson Disease
FGF12,Parkinson Disease
TMEM132B,Parkinson Disease
PDZRN4,Parkinson Disease
PKDCC,Parkinson Disease
C8orf86,Parkinson Disease
PCDH18,Parkinson Disease
DAW1,Parkinson Disease
ERMP1,Parkinson Disease
PRDM2,Parkinson Disease
CSTL1,Parkinson Disease
ZWINT,Parkinson Disease
BANK1,Parkinson Disease
CD93,Parkinson Disease
FBN1,Parkinson Disease
ADAMTS16,Parkinson Disease
HSP90AA4P,Parkinson Disease
DGCR5,Parkinson Disease
CYB5RL,Parkinson Disease
RIC1,Parkinson Disease
GABBR2,Parkinson Disease
EXT1,Parkinson Disease
TRIQK,Parkinson Disease
PLCB4,Parkinson Disease
RUFY3,Parkinson Disease
AOAH,Parkinson Disease
CTIF,Parkinson Disease
DPY19L2P3,Parkinson Disease
NDUFS4,Parkinson Disease
CTNNA3,Parkinson Disease
RREB1,Parkinson Disease
HYI,Parkinson Disease
CDCA7L,Parkinson Disease
TPK1,Parkinson Disease
UNC13C,Parkinson Disease
TMEM55A,Parkinson Disease
ADAMTSL1,Parkinson Disease
DNAJC1,Parkinson Disease
PAK1,Parkinson Disease
PARP4,Parkinson Disease
ZDHHC8P1,Parkinson Disease
HIVEP2,Parkinson Disease
OTOG,Parkinson Disease
FBXO3,Parkinson Disease
USP36,Parkinson Disease
AP1M1,Parkinson Disease
AIMP1,Parkinson Disease
CENPC,Parkinson Disease
TNPO2,Parkinson Disease
SPATA8,Parkinson Disease
TCEAL2,Parkinson Disease
TYW1B,Parkinson Disease
FOSL2,Parkinson Disease
IGSF5,Parkinson Disease
LMOD1,Parkinson Disease
MGAT5,Parkinson Disease
NYAP2,Parkinson Disease
TMEM128,Parkinson Disease
FLJ41941,Parkinson Disease
B3GALT2,Parkinson Disease
COL4A1,Parkinson Disease
SLC17A6,Parkinson Disease
ALPPL2,Parkinson Disease
CRACR2A,Parkinson Disease
MT1F,Parkinson Disease
KBTBD11,Parkinson Disease
ITSN2,Parkinson Disease
TMPRSS6,Parkinson Disease
MBL2,Parkinson Disease
HNRNPU,Parkinson Disease
EXD2,Parkinson Disease
EPS8L3,Parkinson Disease
SGCZ,Parkinson Disease
PTPRR,Parkinson Disease
SNX10,Parkinson Disease
CHORDC1,Parkinson Disease
KIAA1715,Parkinson Disease
IL1RL2,Parkinson Disease
MAPRE2,Parkinson Disease
FRMPD4,Parkinson Disease
CDC14C,Parkinson Disease
VWA5A,Parkinson Disease
IL2RB,Parkinson Disease
FAM69A,Parkinson Disease
IRF8,Parkinson Disease
LDLRAD4,Parkinson Disease
ZNF385B,Parkinson Disease
GPR156,Parkinson Disease
TFPI,Parkinson Disease
ZDHHC8,Parkinson Disease
MACROD2,Parkinson Disease
PMEPA1,Parkinson Disease
RHOU,Parkinson Disease
TBC1D22A,Parkinson Disease
TLR4,Parkinson Disease
PRRG4,Parkinson Disease
DSG3,Parkinson Disease
ATF6,Parkinson Disease
PAX7,Parkinson Disease
GFPT2,Parkinson Disease
MGC57346,Parkinson Disease
RAB25,Parkinson Disease
RAI1,Parkinson Disease
UNC13B,Parkinson Disease
BTNL2,Parkinson Disease
PRSS53,Parkinson Disease
ZNF646,Parkinson Disease
SH3GL2,Parkinson Disease
CNKSR3,Parkinson Disease
FDFT1,Parkinson Disease
LRRK2,Dementia in Parkinson's disease
TNFSF13B,Multiple Sclerosis
APRT,Wolff-Parkinson-White Syndrome
C9orf72,"Amyotrophic Lateral Sclerosis, Sporadic"
PSEN2,Alzheimer's disease with early onset
LRRK2,"PARKINSON DISEASE, LATE-ONSET"
AR,Amyotrophic Lateral Sclerosis
BCL2,Amyotrophic Lateral Sclerosis
CDK5,Amyotrophic Lateral Sclerosis
IGF1,Amyotrophic Lateral Sclerosis
GRN,Parkinsonian Disorders
KCNC3,Spinocerebellar Ataxias
PDYN,Spinocerebellar Ataxias
TK2,Spinocerebellar Ataxias
BEAN1,Spinocerebellar Ataxias
GH1,Creutzfeldt-Jakob Syndrome
BDNF-AS,Alzheimer Disease
TMEM106B,Frontotemporal Dementia
TNF,"Multiple Sclerosis, Relapsing-Remitting"
ATXN1,SPINOCEREBELLAR ATAXIA 2
BDNF,Amyotrophic Lateral Sclerosis
GTF2H1,Amyotrophic Lateral Sclerosis
NFE2L2,Amyotrophic Lateral Sclerosis
PRF1,Amyotrophic Lateral Sclerosis
KHDRBS1,Amyotrophic Lateral Sclerosis
NUP62,Amyotrophic Lateral Sclerosis
DCTN4,Amyotrophic Lateral Sclerosis
SGCG,Amyotrophic lateral sclerosis 1
IGFALS,Parkinsonian Disorders
PTEN,Parkinsonian Disorders
TPO,Multiple System Atrophy
TSHZ1,Spinocerebellar Ataxias
APOE,GRN-related frontotemporal dementia
CHMP2B,GRN-related frontotemporal dementia
CSF2,"Creutzfeldt-Jakob Disease, Sporadic"
LAMC2,"Creutzfeldt-Jakob Disease, Sporadic"
HSPA4,Multiple Sclerosis
SLC3A2,Multiple Sclerosis
TUBB4A,Multiple Sclerosis
AP5B1,Multiple Sclerosis
MIR155,Multiple Sclerosis
PDYN,SPINOCEREBELLAR ATAXIA 6
FASN,Alzheimer Disease
MCIDAS,Alzheimer Disease
ACE,Alzheimer's disease with late onset
PSEN1,Alzheimer's disease with late onset
UBQLN2,Frontotemporal Dementia
APP,Alzheimer's disease with early onset
ADARB1,Amyotrophic Lateral Sclerosis
NUP98,Amyotrophic Lateral Sclerosis
TAF12,Amyotrophic Lateral Sclerosis
XBP1,Amyotrophic Lateral Sclerosis
TAF15,Amyotrophic Lateral Sclerosis
TARDBP,Parkinsonian Disorders
PTEN,Parkinson Disease
VPS35,Parkinson Disease
CD47,Multiple Sclerosis
GEM,Multiple Sclerosis
HPRT1,Multiple Sclerosis
SERPINA1,Multiple Sclerosis
SEC14L3,Multiple Sclerosis
MIR326,Multiple Sclerosis
REST,Huntington Disease
ZNF141,Huntington Disease
RPSA,Alzheimer Disease
PAX5,Alzheimer Disease
PPP2R4,Alzheimer Disease
SUCLA2,Alzheimer Disease
PDZD2,Alzheimer Disease
SMUG1,Alzheimer Disease
ANG,"Amyotrophic Lateral Sclerosis, Sporadic"
APOE,"Amyotrophic Lateral Sclerosis, Sporadic"
IGFALS,"Amyotrophic Lateral Sclerosis, Sporadic"
VCP,"Amyotrophic Lateral Sclerosis, Sporadic"
FGGY,"Amyotrophic Lateral Sclerosis, Sporadic"
SORL1,Alzheimer's disease with late onset
PARK2,Juvenile Parkinson's disease
GAA,Friedreich Ataxia 1
TSHZ1,SPINOCEREBELLAR ATAXIA 2
GABPA,Amyotrophic Lateral Sclerosis
XBP1P1,Amyotrophic Lateral Sclerosis
PPARGC1A,Amyotrophic Lateral Sclerosis
PDYN,spinocerebellar ataxia-7
ATP13A2,Autosomal Recessive Parkinsonism
PFN1,Amyotrophic lateral sclerosis 1
TBP,Parkinsonian Disorders
CIT,Parkinsonian Disorders
DHDDS,Parkinsonian Disorders
FYN,Multiple System Atrophy
TPPP,Multiple System Atrophy
SYNM,Multiple System Atrophy
FXN,Spinocerebellar Ataxias
TGM6,Spinocerebellar Ataxias
LY6E,SPINOCEREBELLAR ATAXIA 1
ATXN2,SPINOCEREBELLAR ATAXIA 1
TARDBP,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia
C4BPA,Creutzfeldt-Jakob Syndrome
PRDX2,Creutzfeldt-Jakob Syndrome
ABCB6,Creutzfeldt-Jakob Syndrome
CARD14,Creutzfeldt-Jakob Syndrome
CHM,Parkinson Disease
EIF4G1,Parkinson Disease
FA2H,Neurodegeneration with brain iron accumulation (NBIA)
PLB1,Neurodegeneration with brain iron accumulation (NBIA)
SNCA,"Parkinson Disease, Familial, Type 1"
LRRK2,"Parkinson Disease, Familial, Type 1"
MUL1,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
ZNF645,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
CD34,Multiple Sclerosis
S1PR1,Multiple Sclerosis
FASN,Multiple Sclerosis
GFAP,Multiple Sclerosis
HLA-DOA,Multiple Sclerosis
HRES1,Multiple Sclerosis
NCAM1,Multiple Sclerosis
RAB4A,Multiple Sclerosis
VEGFA,Multiple Sclerosis
NR0B2,Multiple Sclerosis
SOCS1,Multiple Sclerosis
MBTPS1,Multiple Sclerosis
MMAB,Multiple Sclerosis
ACE,Huntington Disease
ATXN3,Huntington Disease
RET,Huntington Disease
WARS,Wolff-Parkinson-White Syndrome
CD59,Alzheimer Disease
SET,Alzheimer Disease
BECN1,Alzheimer Disease
MVP,Alzheimer Disease
YWHAQ,Alzheimer Disease
ITPR2,"Amyotrophic Lateral Sclerosis, Sporadic"
OPTN,"Amyotrophic Lateral Sclerosis, Sporadic"
PICALM,Alzheimer's disease with late onset
DNAJC6,Juvenile Parkinson's disease
ATP13A2,Juvenile Parkinson's disease
PRNP,Frontotemporal Dementia
APOE,Alzheimer's disease with early onset
SLC1A6,SPINOCEREBELLAR ATAXIA 5
ADA,Amyotrophic Lateral Sclerosis
CASP1,Amyotrophic Lateral Sclerosis
CUX1,Amyotrophic Lateral Sclerosis
DECR1,Amyotrophic Lateral Sclerosis
HCLS1,Amyotrophic Lateral Sclerosis
HNRNPA1,Amyotrophic Lateral Sclerosis
IL2RB,Amyotrophic Lateral Sclerosis
INS,Amyotrophic Lateral Sclerosis
LY6E,Amyotrophic Lateral Sclerosis
NAIP,Amyotrophic Lateral Sclerosis
NTF3,Amyotrophic Lateral Sclerosis
P2RX7,Amyotrophic Lateral Sclerosis
SGCG,Amyotrophic Lateral Sclerosis
SOD2,Amyotrophic Lateral Sclerosis
NELFE,Amyotrophic Lateral Sclerosis
KHSRP,Amyotrophic Lateral Sclerosis
RIMS2,Amyotrophic Lateral Sclerosis
PSIP1,Amyotrophic Lateral Sclerosis
SIRT1,Amyotrophic Lateral Sclerosis
SIGLEC7,Amyotrophic Lateral Sclerosis
SUGP1,Amyotrophic Lateral Sclerosis
INS-IGF2,Amyotrophic Lateral Sclerosis
BCL2,Amyotrophic lateral sclerosis 1
OPTN,Amyotrophic lateral sclerosis 1
EIF4G1,Parkinsonian Disorders
MARK2,Parkinsonian Disorders
TAF1,Parkinsonian Disorders
C10orf2,Parkinsonian Disorders
SOD1,AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1
CASP3,Spinocerebellar Ataxias
F13A1,Spinocerebellar Ataxias
GAA,Spinocerebellar Ataxias
AR,SPINOCEREBELLAR ATAXIA 1
CAT,SPINOCEREBELLAR ATAXIA 1
CRAT,SPINOCEREBELLAR ATAXIA 1
PDYN,SPINOCEREBELLAR ATAXIA 1
ANP32A,SPINOCEREBELLAR ATAXIA 1
GLYAT,SPINOCEREBELLAR ATAXIA 1
UTS2R,GRN-related frontotemporal dementia
C9orf72,Parkinson Disease
HLA-DPB1,Opticospinal Multiple Sclerosis
PLA2G1B,Neurodegeneration with brain iron accumulation (NBIA)
YWHAZ,Neurodegeneration with brain iron accumulation (NBIA)
EPHX3,"Creutzfeldt-Jakob Disease, Sporadic"
EPHX4,"Creutzfeldt-Jakob Disease, Sporadic"
HLA-DRB1,Primary progressive multiple sclerosis
FRA6E,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
UBE2K,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
UBE2S,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
UBR5,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
TSHZ1,Spinocerebellar Ataxia 17
ABCA1,Multiple Sclerosis
ARSA,Multiple Sclerosis
CD1B,Multiple Sclerosis
CDR2,Multiple Sclerosis
CHI3L1,Multiple Sclerosis
FCGR1A,Multiple Sclerosis
GC,Multiple Sclerosis
HLA-DQA2,Multiple Sclerosis
INS,Multiple Sclerosis
ND4,Multiple Sclerosis
PLP1,Multiple Sclerosis
SP3,Multiple Sclerosis
TALDO1,Multiple Sclerosis
THBS1,Multiple Sclerosis
IL22,Multiple Sclerosis
IL17D,Multiple Sclerosis
MYDGF,Multiple Sclerosis
MMP25,Multiple Sclerosis
RTN4R,Multiple Sclerosis
CD276,Multiple Sclerosis
IL27,Multiple Sclerosis
LOC390714,Multiple Sclerosis
CCR2,Multiple Sclerosis
C20orf181,Multiple Sclerosis
LOC100509457,Multiple Sclerosis
LOC101060399,Multiple Sclerosis
ADRA1D,SPINOCEREBELLAR ATAXIA 6
APEX1,Huntington Disease
DRD2,Huntington Disease
IGF1,Huntington Disease
IL6,Huntington Disease
INS,Huntington Disease
TSHZ1,Huntington Disease
INS-IGF2,Huntington Disease
BMP2,Wolff-Parkinson-White Syndrome
ACTG1,Alzheimer Disease
ACTG2,Alzheimer Disease
ARR3,Alzheimer Disease
C4A,Alzheimer Disease
CXADR,Alzheimer Disease
EEF1A2,Alzheimer Disease
GTF2H1,Alzheimer Disease
LCN2,Alzheimer Disease
NOVA2,Alzheimer Disease
PLA2G1B,Alzheimer Disease
POLD1,Alzheimer Disease
PPY,Alzheimer Disease
PRKAR1A,Alzheimer Disease
SGCG,Alzheimer Disease
SLC1A2,Alzheimer Disease
SPG7,Alzheimer Disease
SYP,Alzheimer Disease
FHL5,Alzheimer Disease
CLOCK,Alzheimer Disease
NR1I3,Alzheimer Disease
TRIM13,Alzheimer Disease
C1D,Alzheimer Disease
KHDRBS1,Alzheimer Disease
ACOT7,Alzheimer Disease
NUP62,Alzheimer Disease
DCTN4,Alzheimer Disease
SLC2A14,Alzheimer Disease
ACTBL2,Alzheimer Disease
ACT,Alzheimer Disease
POTEKP,Alzheimer Disease
POTEM,Alzheimer Disease
CXADRP1,Alzheimer Disease
C4B_2,Alzheimer Disease
IFNB1,Secondary progressive multiple sclerosis
DPP6,"Amyotrophic Lateral Sclerosis, Sporadic"
GRIA2,"Amyotrophic Lateral Sclerosis, Sporadic"
GRM2,"Amyotrophic Lateral Sclerosis, Sporadic"
HFE,"Amyotrophic Lateral Sclerosis, Sporadic"
SMN1,"Amyotrophic Lateral Sclerosis, Sporadic"
SMN2,"Amyotrophic Lateral Sclerosis, Sporadic"
KIFAP3,"Amyotrophic Lateral Sclerosis, Sporadic"
APP,Alzheimer's disease with late onset
CLU,Alzheimer's disease with late onset
CST3,Alzheimer's disease with late onset
IDE,Alzheimer's disease with late onset
GCH1,Juvenile Parkinson's disease
CHMP1B,Infantile onset spinocerebellar ataxia
GEMIN2,Mowat-Wilson syndrome
SCAF11,Mowat-Wilson syndrome
SLC9A3R2,Mowat-Wilson syndrome
CSF2,Frontotemporal Dementia
DNAH8,Frontotemporal Dementia
LAMC2,Frontotemporal Dementia
PFN1,Frontotemporal Dementia
SNCA,Frontotemporal Dementia
STH,Frontotemporal Dementia
PDYN,SPINOCEREBELLAR ATAXIA 2
UTS2R,Friedreich Ataxia
SLC14A2,Friedreich Ataxia
ASIP,Amyotrophic Lateral Sclerosis
ASPA,Amyotrophic Lateral Sclerosis
CNR2,Amyotrophic Lateral Sclerosis
CYBB,Amyotrophic Lateral Sclerosis
DES,Amyotrophic Lateral Sclerosis
GAP43,Amyotrophic Lateral Sclerosis
GARS,Amyotrophic Lateral Sclerosis
NRG1,Amyotrophic Lateral Sclerosis
MST1,Amyotrophic Lateral Sclerosis
COX2,Amyotrophic Lateral Sclerosis
NOS2,Amyotrophic Lateral Sclerosis
P2RX4,Amyotrophic Lateral Sclerosis
PPP2R4,Amyotrophic Lateral Sclerosis
RENBP,Amyotrophic Lateral Sclerosis
S100A6,Amyotrophic Lateral Sclerosis
THY1,Amyotrophic Lateral Sclerosis
ARTN,Amyotrophic Lateral Sclerosis
ATG5,Amyotrophic Lateral Sclerosis
AKT3,Amyotrophic Lateral Sclerosis
TSHZ1,Amyotrophic Lateral Sclerosis
P3H3,Amyotrophic Lateral Sclerosis
PHGDH,Amyotrophic Lateral Sclerosis
A1CF,Amyotrophic Lateral Sclerosis
ARHGEF28,Amyotrophic Lateral Sclerosis
EPHX3,Amyotrophic Lateral Sclerosis
SPG11,Amyotrophic Lateral Sclerosis
ROPN1L,Amyotrophic Lateral Sclerosis
EPHX4,Amyotrophic Lateral Sclerosis
ASPM,Amyotrophic Lateral Sclerosis
KAT2A,spinocerebellar ataxia-7
KAT2B,spinocerebellar ataxia-7
PARK7,Autosomal Recessive Parkinsonism
HSPA4,Amyotrophic lateral sclerosis 1
PRF1,Amyotrophic lateral sclerosis 1
ALS2,Amyotrophic lateral sclerosis 1
SNCA,Autosomal Dominant Parkinsonism
DNAH8,Parkinsonian Disorders
EEF1A2,Parkinsonian Disorders
FYN,Parkinsonian Disorders
MPZ,Parkinsonian Disorders
PRNP,Parkinsonian Disorders
SYNJ1,Parkinsonian Disorders
MPHOSPH6,Parkinsonian Disorders
SYNM,Parkinsonian Disorders
SPG11,Parkinsonian Disorders
SLC11A2,"Frontotemporal Dementia, Chromosome 3-Linked"
APOE,Multiple System Atrophy
FMR1,Multiple System Atrophy
COQ2,Multiple System Atrophy
IGFALS,AMYOTROPHIC LATERAL SCLEROSIS-PARKINSONISM/DEMENTIA COMPLEX 1
KCND3,Spinocerebellar Ataxias
PCYT1A,Spinocerebellar Ataxias
TGM5,Spinocerebellar Ataxias
CANT1,Spinocerebellar Ataxias
GARS,Distal spinal muscular atrophy
TRPV4,Distal spinal muscular atrophy
VCP,GRN-related frontotemporal dementia
SQSTM1,GRN-related frontotemporal dementia
LRRK2,GRN-related frontotemporal dementia
GFAP,Creutzfeldt-Jakob Syndrome
ATP13A2,Neurodegeneration with brain iron accumulation (NBIA)
DNAH8,Parkinson disease 9
CSF1R,Primary progressive multiple sclerosis
TNF,Primary progressive multiple sclerosis
RBM45,Primary progressive multiple sclerosis
ATP13A2,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
PINK1,"PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE"
ACP1,Multiple Sclerosis
AGER,Multiple Sclerosis
ALCAM,Multiple Sclerosis
AMH,Multiple Sclerosis
CD1C,Multiple Sclerosis
CD1D,Multiple Sclerosis
CD19,Multiple Sclerosis
MS4A1,Multiple Sclerosis
CISH,Multiple Sclerosis
CCR4,Multiple Sclerosis
NQO1,Multiple Sclerosis
DPP4,Multiple Sclerosis
EPO,Multiple Sclerosis
ERV3-1,Multiple Sclerosis
FCGRT,Multiple Sclerosis
GJB1,Multiple Sclerosis
NR4A1,Multiple Sclerosis
HSPA1A,Multiple Sclerosis
HSPA1B,Multiple Sclerosis
ICA1,Multiple Sclerosis
IGBP1,Multiple Sclerosis
IGF1,Multiple Sclerosis
IL15,Multiple Sclerosis
ITGAM,Multiple Sclerosis
ITGB2,Multiple Sclerosis
LBR,Multiple Sclerosis
LY6E,Multiple Sclerosis
MGAT1,Multiple Sclerosis
MMP14,Multiple Sclerosis
MST1,Multiple Sclerosis
COX2,Multiple Sclerosis
MTR,Multiple Sclerosis
OMG,Multiple Sclerosis
PLA2G4A,Multiple Sclerosis
MAPK8,Multiple Sclerosis
REG1A,Multiple Sclerosis
S100A8,Multiple Sclerosis
S100A9,Multiple Sclerosis
S100B,Multiple Sclerosis
SDC1,Multiple Sclerosis
TNFRSF1B,Multiple Sclerosis
ARHGEF5,Multiple Sclerosis
TIMELESS,Multiple Sclerosis
SEC14L2,Multiple Sclerosis
CCRN4L,Multiple Sclerosis
HPGDS,Multiple Sclerosis
DLL1,Multiple Sclerosis
BLNK,Multiple Sclerosis
KRT20,Multiple Sclerosis
MEPE,Multiple Sclerosis
GJC2,Multiple Sclerosis
AICDA,Multiple Sclerosis
CNOT6,Multiple Sclerosis
MMEL1,Multiple Sclerosis
MOGAT1,Multiple Sclerosis
C9orf72,Multiple Sclerosis
NANOS1,Multiple Sclerosis
LINC01193,Multiple Sclerosis
INS-IGF2,Multiple Sclerosis
ERVK-2,Multiple Sclerosis
ERVK-12,Multiple Sclerosis
ERVK-22,Multiple Sclerosis
ERVK-18,Multiple Sclerosis
ERVK-11,Multiple Sclerosis
LINC00914,Multiple Sclerosis
CASP3,SPINOCEREBELLAR ATAXIA 6
LY6E,SPINOCEREBELLAR ATAXIA 6
ATXN3,SPINOCEREBELLAR ATAXIA 6
ATXN1,SPINOCEREBELLAR ATAXIA 6
ATXN2,SPINOCEREBELLAR ATAXIA 6
ADD1,Huntington Disease
AGER,Huntington Disease
AR,Huntington Disease
BCL2,Huntington Disease
CASP3,Huntington Disease
CASP6,Huntington Disease
CDKN1B,Huntington Disease
EPO,Huntington Disease
FUS,Huntington Disease
GLO1,Huntington Disease
HFE,Huntington Disease
HSPA4,Huntington Disease
IL1B,Huntington Disease
IL13,Huntington Disease
KRT7,Huntington Disease
NFE2L2,Huntington Disease
SERPINE1,Huntington Disease
PON1,Huntington Disease
PTH,Huntington Disease
MOK,Huntington Disease
TAL1,Huntington Disease
TNF,Huntington Disease
KMO,Huntington Disease
KL,Huntington Disease
SIRT2,Huntington Disease
SIRT1,Huntington Disease
SCLY,Huntington Disease
PPP1R1B,Huntington Disease
RBFOX3,Huntington Disease
BDNF-AS,Huntington Disease
LINC00914,Huntington Disease
JAG1,Wolff-Parkinson-White Syndrome
BAG1,Alzheimer Disease
BLVRA,Alzheimer Disease
C2,Alzheimer Disease
DDR1,Alzheimer Disease
CASP1,Alzheimer Disease
CD36,Alzheimer Disease
CHRM1,Alzheimer Disease
COL3A1,Alzheimer Disease
COX8A,Alzheimer Disease
CTNND2,Alzheimer Disease
CTSB,Alzheimer Disease
DNM1,Alzheimer Disease
ELK3,Alzheimer Disease
MARK2,Alzheimer Disease
F2R,Alzheimer Disease
FN1,Alzheimer Disease
UTS2R,Alzheimer Disease
HSPA9,Alzheimer Disease
HTR1F,Alzheimer Disease
IL9,Alzheimer Disease
IL9R,Alzheimer Disease
INSR,Alzheimer Disease
MBL2,Alzheimer Disease
RNR2,Alzheimer Disease
PEBP1,Alzheimer Disease
PECAM1,Alzheimer Disease
PKLR,Alzheimer Disease
MAPK8,Alzheimer Disease
REG1A,Alzheimer Disease
SPAST,Alzheimer Disease
STAT3,Alzheimer Disease
VCP,Alzheimer Disease
VDAC1,Alzheimer Disease
CXCR4,Alzheimer Disease
SLC14A2,Alzheimer Disease
NR1I2,Alzheimer Disease
F2RL3,Alzheimer Disease
ABCB6,Alzheimer Disease
DNM1L,Alzheimer Disease
TSHZ1,Alzheimer Disease
OLFM1,Alzheimer Disease
KAT5,Alzheimer Disease
TPPP,Alzheimer Disease
NLRP1,Alzheimer Disease
NCOA6,Alzheimer Disease
GTPBP4,Alzheimer Disease
QPCT,Alzheimer Disease
HPGDS,Alzheimer Disease
DLL1,Alzheimer Disease
MBL3P,Alzheimer Disease
RMDN1,Alzheimer Disease
KRT20,Alzheimer Disease
RMDN3,Alzheimer Disease
SYBU,Alzheimer Disease
SEMA6A,Alzheimer Disease
NGB,Alzheimer Disease
WNK1,Alzheimer Disease
SLC52A2,Alzheimer Disease
EBPL,Alzheimer Disease
SLCO6A1,Alzheimer Disease
PWAR1,Alzheimer Disease
PDIK1L,Alzheimer Disease
PLB1,Alzheimer Disease
RMDN2,Alzheimer Disease
FSIP1,Alzheimer Disease
NPCA1,Alzheimer Disease
TAS2R62P,Alzheimer Disease
NANOS2,Alzheimer Disease
PWAR4,Alzheimer Disease
GSTK1,Alzheimer Disease
LOC102724560,Alzheimer Disease
TNF,Secondary progressive multiple sclerosis
CAT,"Amyotrophic Lateral Sclerosis, Sporadic"
CHRNA4,"Amyotrophic Lateral Sclerosis, Sporadic"
STMN1,"Amyotrophic Lateral Sclerosis, Sporadic"
PFN1,"Amyotrophic Lateral Sclerosis, Sporadic"
PON2,"Amyotrophic Lateral Sclerosis, Sporadic"
PRF1,"Amyotrophic Lateral Sclerosis, Sporadic"
SLC1A2,"Amyotrophic Lateral Sclerosis, Sporadic"
SNRPN,"Amyotrophic Lateral Sclerosis, Sporadic"
SQSTM1,"Amyotrophic Lateral Sclerosis, Sporadic"
UNC13A,"Amyotrophic Lateral Sclerosis, Sporadic"
SETX,"Amyotrophic Lateral Sclerosis 2, Juvenile"
BIN1,Alzheimer's disease with late onset
CDK1,Alzheimer's disease with late onset
NR3C2,Alzheimer's disease with late onset
PLAU,Alzheimer's disease with late onset
POLD1,Alzheimer's disease with late onset
PVRL2,Alzheimer's disease with late onset
THOP1,Alzheimer's disease with late onset
TNF,Alzheimer's disease with late onset
ABCA7,Alzheimer's disease with late onset
TOMM40,Alzheimer's disease with late onset
CALHM1,Alzheimer's disease with late onset
LRRTM3,Alzheimer's disease with late onset
TH,Juvenile Parkinson's disease
SPG11,Juvenile Parkinson's disease
EIF4G2,Frontotemporal Dementia
GTF2H1,Frontotemporal Dementia
PSMD2,Frontotemporal Dementia
ATXN2,Frontotemporal Dementia
SQSTM1,Frontotemporal Dementia
CFDP1,Frontotemporal Dementia
KHDRBS1,Frontotemporal Dementia
YWHAQ,Frontotemporal Dementia
NUP62,Frontotemporal Dementia
GEMIN4,Frontotemporal Dementia
DCTN4,Frontotemporal Dementia
MIR659,Frontotemporal Dementia
SORL1,Alzheimer's disease with early onset
NCSTN,Alzheimer's disease with early onset
FUS,"Amyotrophic lateral sclerosis, type 6"
IL2RA,"Multiple Sclerosis, Relapsing-Remitting"
ISG20,"Multiple Sclerosis, Relapsing-Remitting"
MBP,"Multiple Sclerosis, Relapsing-Remitting"
RBM45,"Multiple Sclerosis, Relapsing-Remitting"
FANCC,Friedreich Ataxia 1
FLNB,Friedreich Ataxia 1
SCT,Friedreich Ataxia 1
DXO,SPINOCEREBELLAR ATAXIA 2
RAI1,SPINOCEREBELLAR ATAXIA 2
TARDBP,SPINOCEREBELLAR ATAXIA 2
RNASE12,SPINOCEREBELLAR ATAXIA 2
VPS35,"PARKINSON DISEASE, LATE-ONSET"
PINK1,"PARKINSON DISEASE, LATE-ONSET"
C4BPA,Variant Creutzfeldt-Jakob disease
COX8A,Variant Creutzfeldt-Jakob disease
PRDX2,Variant Creutzfeldt-Jakob disease
ABCB6,Variant Creutzfeldt-Jakob disease
STMN2,Variant Creutzfeldt-Jakob disease
CARD14,Variant Creutzfeldt-Jakob disease
C21orf2,Friedreich Ataxia
DLD,Friedreich Ataxia
INS,Friedreich Ataxia
CTCF,Friedreich Ataxia
APTX,Friedreich Ataxia
CTCFL,Friedreich Ataxia
INS-IGF2,Friedreich Ataxia
